date,city,location,restaurant,dish_name,price,units_sold,weather_condition
2024-03-04,Delhi,Hauz Khas,Delhi Darbar,Momos,100,110,Humid
2024-05-17,Delhi,Karol Bagh,Punjab Grill,Dal Makhani,180,146,Sunny
2024-01-03,Delhi,Saket,Flavors of Delhi,Amritsari Kulcha,160,147,Sunny
2024-06-13,Delhi,Dwarka,Haldiram's,Dal Makhani,180,116,Cool
2024-02-23,Delhi,Lajpat Nagar,The Spice Route,Dal Makhani,180,96,Cool
2024-04-15,Delhi,Dwarka,Punjab Grill,Aloo Tikki,80,60,Humid
2024-03-28,Delhi,Vasant Kunj,Delhi Darbar,Butter Naan,40,17,Humid
2024-01-30,Delhi,Lajpat Nagar,Biryani Blues,Amritsari Kulcha,160,65,Cloudy
2024-05-17,Delhi,Lajpat Nagar,Flavors of Delhi,Aloo Tikki,80,101,Rainy
2024-03-20,Delhi,Janakpuri,Haldiram's,Amritsari Kulcha,160,35,Rainy
2024-03-02,Delhi,Janakpuri,Haldiram's,Chicken Biryani,250,51,Sunny
2024-02-20,Delhi,Vasant Kunj,Haldiram's,Amritsari Kulcha,160,41,Sunny
2024-04-30,Delhi,Karol Bagh,Haldiram's,Amritsari Kulcha,160,13,Cloudy
2024-06-13,Delhi,Hauz Khas,Punjab Grill,Chole Bhature,120,125,Sunny
2024-02-05,Delhi,Rohini,Flavors of Delhi,Butter Naan,40,76,Cloudy
2024-02-02,Delhi,Connaught Place,Haldiram's,North Indian Thali,200,97,Humid
2024-02-06,Delhi,Vasant Kunj,Flavors of Delhi,Amritsari Kulcha,160,52,Humid
2024-03-02,Delhi,Vasant Kunj,Delhi Darbar,Momos,100,105,Cloudy
2024-02-23,Delhi,Hauz Khas,Delhi Darbar,Dal Makhani,180,55,Rainy
2024-01-20,Delhi,Janakpuri,Delhi Darbar,Aloo Tikki,80,129,Sunny
2024-03-25,Delhi,Hauz Khas,Local Zaika,Momos,100,104,Cloudy
2024-01-02,Delhi,Rohini,Biryani Blues,Chicken Biryani,250,12,Sunny
2024-04-30,Delhi,Connaught Place,Punjab Grill,North Indian Thali,200,122,Cloudy
2024-03-30,Delhi,Connaught Place,The Spice Route,Rajma Chawal,140,53,Cool
2024-02-04,Delhi,Lajpat Nagar,The Spice Route,Amritsari Kulcha,160,37,Humid
2024-01-30,Delhi,Janakpuri,Delhi Darbar,Amritsari Kulcha,160,106,Rainy
2024-02-14,Delhi,Hauz Khas,Punjab Grill,Momos,100,84,Cool
2024-02-13,Delhi,Hauz Khas,Haldiram's,Butter Naan,40,20,Sunny
2024-03-25,Delhi,Connaught Place,Delhi Darbar,Aloo Tikki,80,111,Cloudy
2024-04-04,Delhi,Janakpuri,Flavors of Delhi,Paneer Butter Masala,220,16,Cloudy
2024-02-21,Delhi,Chandni Chowk,Flavors of Delhi,Butter Naan,40,69,Rainy
2024-02-11,Delhi,Janakpuri,Delhi Darbar,Dal Makhani,180,98,Humid
2024-01-31,Delhi,Hauz Khas,The Spice Route,Momos,100,146,Cloudy
2024-06-14,Delhi,Janakpuri,Punjab Grill,Paneer Butter Masala,220,125,Rainy
2024-01-04,Delhi,Vasant Kunj,Delhi Darbar,Aloo Tikki,80,142,Sunny
2024-05-19,Delhi,Rohini,Delhi Darbar,North Indian Thali,200,53,Cool
2024-03-20,Delhi,Dwarka,The Spice Route,Rajma Chawal,140,23,Cool
2024-04-09,Delhi,Chandni Chowk,Local Zaika,Butter Naan,40,113,Cloudy
2024-05-24,Delhi,Lajpat Nagar,Biryani Blues,Butter Naan,40,60,Sunny
2024-06-18,Delhi,Connaught Place,Biryani Blues,Aloo Tikki,80,79,Rainy
2024-04-13,Delhi,Hauz Khas,Flavors of Delhi,Paneer Butter Masala,220,121,Rainy
2024-04-23,Delhi,Lajpat Nagar,Haldiram's,Aloo Tikki,80,60,Cool
2024-06-22,Delhi,Rohini,Punjab Grill,Butter Naan,40,52,Humid
2024-05-22,Delhi,Hauz Khas,The Spice Route,Rajma Chawal,140,16,Cloudy
2024-01-06,Delhi,Lajpat Nagar,Punjab Grill,Paneer Butter Masala,220,122,Cloudy
2024-06-13,Delhi,Lajpat Nagar,Biryani Blues,Amritsari Kulcha,160,41,Cloudy
2024-05-03,Delhi,Saket,Flavors of Delhi,Chole Bhature,120,49,Sunny
2024-01-31,Delhi,Hauz Khas,Zaika-e-Dilli,Chicken Biryani,250,10,Humid
2024-02-28,Delhi,Hauz Khas,Biryani Blues,Dal Makhani,180,117,Sunny
2024-01-06,Delhi,Karol Bagh,The Spice Route,Momos,100,20,Cool
2024-02-12,Delhi,Janakpuri,Delhi Darbar,Aloo Tikki,80,77,Sunny
2024-06-14,Delhi,Chandni Chowk,Delhi Darbar,Rajma Chawal,140,88,Rainy
2024-02-25,Delhi,Lajpat Nagar,The Spice Route,Paneer Butter Masala,220,72,Cloudy
2024-06-15,Delhi,Karol Bagh,Flavors of Delhi,Chicken Biryani,250,14,Rainy
2024-06-20,Delhi,Chandni Chowk,The Spice Route,Aloo Tikki,80,80,Cloudy
2024-01-09,Delhi,Rohini,Zaika-e-Dilli,Dal Makhani,180,27,Rainy
2024-02-07,Delhi,Lajpat Nagar,Haldiram's,Chicken Biryani,250,113,Cool
2024-01-23,Delhi,Karol Bagh,The Spice Route,Momos,100,142,Sunny
2024-03-03,Delhi,Rohini,Zaika-e-Dilli,Butter Naan,40,132,Sunny
2024-04-14,Delhi,Janakpuri,Punjab Grill,Amritsari Kulcha,160,82,Humid
2024-01-14,Delhi,Lajpat Nagar,Local Zaika,Paneer Butter Masala,220,71,Cool
2024-04-24,Delhi,Chandni Chowk,Delhi Darbar,Momos,100,101,Sunny
2024-05-09,Delhi,Chandni Chowk,Delhi Darbar,Chicken Biryani,250,59,Rainy
2024-05-28,Delhi,Vasant Kunj,Zaika-e-Dilli,North Indian Thali,200,88,Sunny
2024-06-23,Delhi,Dwarka,Punjab Grill,Paneer Butter Masala,220,125,Cool
2024-06-21,Delhi,Lajpat Nagar,Flavors of Delhi,Momos,100,94,Humid
2024-01-18,Delhi,Dwarka,Haldiram's,Chicken Biryani,250,43,Rainy
2024-05-28,Delhi,Rohini,Delhi Darbar,Amritsari Kulcha,160,129,Humid
2024-05-25,Delhi,Dwarka,Haldiram's,Chicken Biryani,250,104,Rainy
2024-04-17,Delhi,Dwarka,Punjab Grill,Chole Bhature,120,79,Cool
2024-02-24,Delhi,Lajpat Nagar,Haldiram's,Amritsari Kulcha,160,41,Sunny
2024-05-11,Delhi,Saket,Punjab Grill,North Indian Thali,200,76,Cloudy
2024-01-02,Delhi,Dwarka,Haldiram's,North Indian Thali,200,102,Cloudy
2024-03-05,Delhi,Vasant Kunj,Zaika-e-Dilli,North Indian Thali,200,41,Sunny
2024-01-16,Delhi,Connaught Place,Delhi Darbar,North Indian Thali,200,124,Rainy
2024-05-30,Delhi,Rohini,Haldiram's,Aloo Tikki,80,21,Rainy
2024-05-15,Delhi,Rohini,Punjab Grill,Momos,100,45,Cloudy
2024-04-04,Delhi,Connaught Place,The Spice Route,Chicken Biryani,250,103,Cloudy
2024-03-03,Delhi,Chandni Chowk,The Spice Route,Rajma Chawal,140,110,Cool
2024-05-04,Delhi,Lajpat Nagar,The Spice Route,Dal Makhani,180,90,Rainy
2024-06-06,Delhi,Hauz Khas,Biryani Blues,Aloo Tikki,80,139,Cloudy
2024-05-21,Delhi,Rohini,Haldiram's,Momos,100,11,Cool
2024-01-30,Delhi,Chandni Chowk,Biryani Blues,Chole Bhature,120,125,Cool
2024-01-09,Delhi,Dwarka,Local Zaika,Rajma Chawal,140,82,Cloudy
2024-06-03,Delhi,Chandni Chowk,Haldiram's,North Indian Thali,200,42,Cloudy
2024-01-16,Delhi,Connaught Place,The Spice Route,Aloo Tikki,80,121,Rainy
2024-02-22,Delhi,Vasant Kunj,Punjab Grill,Chole Bhature,120,139,Humid
2024-05-15,Delhi,Saket,Punjab Grill,Momos,100,78,Humid
2024-01-30,Delhi,Saket,Zaika-e-Dilli,Paneer Butter Masala,220,107,Cool
2024-04-30,Delhi,Karol Bagh,Punjab Grill,Butter Naan,40,58,Humid
2024-02-22,Delhi,Rohini,Local Zaika,Aloo Tikki,80,28,Cool
2024-03-14,Delhi,Karol Bagh,Zaika-e-Dilli,Momos,100,87,Cloudy
2024-01-18,Delhi,Connaught Place,Zaika-e-Dilli,Rajma Chawal,140,105,Humid
2024-05-20,Delhi,Karol Bagh,Delhi Darbar,Dal Makhani,180,91,Rainy
2024-04-17,Delhi,Janakpuri,Zaika-e-Dilli,Amritsari Kulcha,160,94,Humid
2024-06-17,Delhi,Saket,The Spice Route,Chole Bhature,120,135,Cool
2024-05-30,Delhi,Janakpuri,The Spice Route,Rajma Chawal,140,25,Humid
2024-03-27,Delhi,Lajpat Nagar,Haldiram's,Aloo Tikki,80,99,Rainy
2024-01-20,Delhi,Saket,Biryani Blues,Chole Bhature,120,35,Cloudy
2024-04-11,Delhi,Dwarka,Local Zaika,Dal Makhani,180,81,Cloudy
2024-01-02,Delhi,Karol Bagh,Haldiram's,Chicken Biryani,250,143,Cloudy
2024-06-09,Delhi,Janakpuri,Punjab Grill,Dal Makhani,180,107,Sunny
2024-02-27,Delhi,Dwarka,Zaika-e-Dilli,Paneer Butter Masala,220,78,Cool
2024-05-21,Delhi,Lajpat Nagar,Haldiram's,Aloo Tikki,80,26,Cool
2024-04-09,Delhi,Chandni Chowk,Flavors of Delhi,Rajma Chawal,140,86,Humid
2024-03-06,Delhi,Karol Bagh,Zaika-e-Dilli,Amritsari Kulcha,160,125,Cloudy
2024-05-28,Delhi,Hauz Khas,Local Zaika,Aloo Tikki,80,66,Cool
2024-02-26,Delhi,Dwarka,Local Zaika,Chicken Biryani,250,18,Sunny
2024-03-11,Delhi,Karol Bagh,Haldiram's,Butter Naan,40,73,Cloudy
2024-01-28,Delhi,Lajpat Nagar,Zaika-e-Dilli,Momos,100,142,Sunny
2024-06-11,Delhi,Rohini,Zaika-e-Dilli,Paneer Butter Masala,220,150,Cool
2024-05-23,Delhi,Lajpat Nagar,Haldiram's,Aloo Tikki,80,66,Cloudy
2024-06-11,Delhi,Lajpat Nagar,The Spice Route,Momos,100,107,Humid
2024-04-22,Delhi,Connaught Place,Punjab Grill,Rajma Chawal,140,102,Cool
2024-01-11,Delhi,Rohini,Biryani Blues,Chole Bhature,120,42,Humid
2024-06-28,Delhi,Lajpat Nagar,Flavors of Delhi,Chicken Biryani,250,87,Humid
2024-01-11,Delhi,Karol Bagh,Punjab Grill,Momos,100,100,Cool
2024-05-20,Delhi,Saket,Flavors of Delhi,Paneer Butter Masala,220,117,Humid
2024-02-20,Delhi,Vasant Kunj,Local Zaika,Chole Bhature,120,79,Sunny
2024-05-20,Delhi,Connaught Place,Delhi Darbar,Aloo Tikki,80,53,Cool
2024-02-29,Delhi,Dwarka,Delhi Darbar,Chole Bhature,120,12,Rainy
2024-02-15,Delhi,Karol Bagh,Haldiram's,Momos,100,100,Rainy
2024-04-19,Delhi,Vasant Kunj,Punjab Grill,Aloo Tikki,80,91,Cool
2024-06-02,Delhi,Rohini,Local Zaika,Butter Naan,40,121,Humid
2024-06-07,Delhi,Saket,Local Zaika,Dal Makhani,180,124,Humid
2024-05-12,Delhi,Chandni Chowk,Local Zaika,Momos,100,147,Rainy
2024-03-19,Delhi,Vasant Kunj,Haldiram's,Dal Makhani,180,141,Sunny
2024-05-09,Delhi,Karol Bagh,Flavors of Delhi,Butter Naan,40,128,Rainy
2024-06-05,Delhi,Connaught Place,Delhi Darbar,Chicken Biryani,250,138,Rainy
2024-02-10,Delhi,Rohini,The Spice Route,Rajma Chawal,140,87,Cool
2024-03-21,Delhi,Chandni Chowk,Punjab Grill,Dal Makhani,180,64,Sunny
2024-03-26,Delhi,Vasant Kunj,Punjab Grill,Momos,100,58,Humid
2024-05-24,Delhi,Rohini,The Spice Route,Butter Naan,40,141,Humid
2024-01-22,Delhi,Chandni Chowk,Delhi Darbar,Dal Makhani,180,134,Humid
2024-03-09,Delhi,Saket,Biryani Blues,Paneer Butter Masala,220,149,Rainy
2024-04-05,Delhi,Janakpuri,The Spice Route,Dal Makhani,180,23,Cloudy
2024-03-22,Delhi,Connaught Place,Haldiram's,Momos,100,138,Humid
2024-01-03,Delhi,Lajpat Nagar,The Spice Route,Dal Makhani,180,15,Rainy
2024-05-14,Delhi,Janakpuri,Biryani Blues,Butter Naan,40,120,Cloudy
2024-04-10,Delhi,Vasant Kunj,Haldiram's,Butter Naan,40,102,Cloudy
2024-03-20,Delhi,Chandni Chowk,Biryani Blues,Chole Bhature,120,147,Rainy
2024-04-25,Delhi,Vasant Kunj,Delhi Darbar,Aloo Tikki,80,102,Rainy
2024-02-04,Delhi,Rohini,Delhi Darbar,Amritsari Kulcha,160,107,Rainy
2024-01-22,Delhi,Connaught Place,Local Zaika,Chole Bhature,120,126,Cool
2024-01-30,Delhi,Lajpat Nagar,Zaika-e-Dilli,Amritsari Kulcha,160,74,Humid
2024-05-14,Delhi,Dwarka,Delhi Darbar,Dal Makhani,180,104,Rainy
2024-02-27,Delhi,Lajpat Nagar,Haldiram's,Paneer Butter Masala,220,126,Sunny
2024-04-14,Delhi,Karol Bagh,Zaika-e-Dilli,Rajma Chawal,140,26,Rainy
2024-02-12,Delhi,Dwarka,Biryani Blues,Aloo Tikki,80,57,Cool
2024-01-09,Delhi,Rohini,Punjab Grill,North Indian Thali,200,54,Cloudy
2024-02-17,Delhi,Lajpat Nagar,Punjab Grill,Amritsari Kulcha,160,138,Rainy
2024-02-15,Delhi,Saket,Flavors of Delhi,Butter Naan,40,103,Rainy
2024-02-02,Delhi,Janakpuri,Delhi Darbar,North Indian Thali,200,31,Humid
2024-04-14,Delhi,Saket,Flavors of Delhi,Rajma Chawal,140,45,Rainy
2024-06-03,Delhi,Lajpat Nagar,The Spice Route,North Indian Thali,200,24,Cloudy
2024-03-05,Delhi,Lajpat Nagar,Delhi Darbar,Butter Naan,40,42,Rainy
2024-03-22,Delhi,Lajpat Nagar,Zaika-e-Dilli,North Indian Thali,200,62,Sunny
2024-06-16,Delhi,Dwarka,Biryani Blues,Chicken Biryani,250,104,Rainy
2024-02-09,Delhi,Janakpuri,Local Zaika,Amritsari Kulcha,160,21,Rainy
2024-02-23,Delhi,Chandni Chowk,Biryani Blues,Momos,100,29,Sunny
2024-06-19,Delhi,Janakpuri,Haldiram's,Chicken Biryani,250,109,Cloudy
2024-03-04,Delhi,Dwarka,Punjab Grill,Chole Bhature,120,147,Sunny
2024-01-08,Delhi,Vasant Kunj,Flavors of Delhi,Rajma Chawal,140,132,Cloudy
2024-04-28,Delhi,Connaught Place,Zaika-e-Dilli,Paneer Butter Masala,220,61,Rainy
2024-06-09,Delhi,Rohini,The Spice Route,Momos,100,65,Rainy
2024-01-15,Delhi,Karol Bagh,Zaika-e-Dilli,North Indian Thali,200,21,Cool
2024-01-15,Delhi,Chandni Chowk,Biryani Blues,North Indian Thali,200,125,Cool
2024-06-11,Delhi,Vasant Kunj,The Spice Route,North Indian Thali,200,98,Rainy
2024-05-12,Delhi,Chandni Chowk,Local Zaika,Paneer Butter Masala,220,129,Humid
2024-04-03,Delhi,Dwarka,Delhi Darbar,Rajma Chawal,140,88,Rainy
2024-02-14,Delhi,Dwarka,Delhi Darbar,Chole Bhature,120,113,Cool
2024-06-27,Delhi,Connaught Place,Flavors of Delhi,Chicken Biryani,250,146,Cool
2024-03-17,Delhi,Dwarka,Flavors of Delhi,Aloo Tikki,80,133,Cool
2024-02-01,Delhi,Karol Bagh,Haldiram's,Amritsari Kulcha,160,104,Cloudy
2024-06-22,Delhi,Janakpuri,Zaika-e-Dilli,Rajma Chawal,140,51,Cloudy
2024-04-16,Delhi,Lajpat Nagar,Haldiram's,Amritsari Kulcha,160,85,Rainy
2024-02-09,Delhi,Rohini,Haldiram's,Dal Makhani,180,75,Rainy
2024-01-25,Delhi,Chandni Chowk,Local Zaika,Rajma Chawal,140,134,Cool
2024-02-06,Delhi,Vasant Kunj,Punjab Grill,Momos,100,113,Cloudy
2024-03-25,Delhi,Chandni Chowk,The Spice Route,Aloo Tikki,80,75,Humid
2024-03-17,Delhi,Janakpuri,Delhi Darbar,Paneer Butter Masala,220,148,Humid
2024-06-17,Delhi,Hauz Khas,Haldiram's,Amritsari Kulcha,160,51,Rainy
2024-02-17,Delhi,Janakpuri,Punjab Grill,Rajma Chawal,140,10,Cloudy
2024-01-25,Delhi,Rohini,Local Zaika,North Indian Thali,200,40,Humid
2024-01-20,Delhi,Dwarka,Delhi Darbar,Momos,100,137,Cool
2024-03-13,Delhi,Hauz Khas,Zaika-e-Dilli,Rajma Chawal,140,86,Humid
2024-01-13,Delhi,Connaught Place,Delhi Darbar,Chole Bhature,120,57,Sunny
2024-01-17,Delhi,Connaught Place,Biryani Blues,Chicken Biryani,250,84,Cloudy
2024-03-01,Delhi,Saket,Zaika-e-Dilli,Butter Naan,40,82,Sunny
2024-03-28,Delhi,Connaught Place,Punjab Grill,Chole Bhature,120,80,Humid
2024-02-28,Delhi,Vasant Kunj,Biryani Blues,Aloo Tikki,80,19,Humid
2024-05-26,Delhi,Rohini,Delhi Darbar,North Indian Thali,200,18,Cool
2024-01-10,Delhi,Hauz Khas,Local Zaika,Dal Makhani,180,19,Humid
2024-01-24,Delhi,Connaught Place,Biryani Blues,Amritsari Kulcha,160,93,Sunny
2024-03-02,Delhi,Connaught Place,Local Zaika,Dal Makhani,180,87,Rainy
2024-04-27,Delhi,Saket,Haldiram's,Chole Bhature,120,79,Sunny
2024-02-19,Delhi,Karol Bagh,Haldiram's,Chole Bhature,120,138,Sunny
2024-05-01,Delhi,Rohini,Haldiram's,Butter Naan,40,37,Cool
2024-05-03,Delhi,Janakpuri,Local Zaika,Dal Makhani,180,106,Humid
2024-05-24,Delhi,Chandni Chowk,Local Zaika,Amritsari Kulcha,160,67,Cool
2024-02-07,Delhi,Lajpat Nagar,Flavors of Delhi,Dal Makhani,180,10,Cool
2024-03-16,Delhi,Connaught Place,Local Zaika,Paneer Butter Masala,220,119,Sunny
2024-05-26,Delhi,Lajpat Nagar,Haldiram's,Momos,100,143,Rainy
2024-03-21,Delhi,Dwarka,Zaika-e-Dilli,Paneer Butter Masala,220,117,Cloudy
2024-04-19,Delhi,Janakpuri,Punjab Grill,Butter Naan,40,144,Cloudy
2024-01-18,Delhi,Karol Bagh,Delhi Darbar,Chicken Biryani,250,75,Rainy
2024-01-20,Delhi,Saket,Punjab Grill,Chole Bhature,120,96,Cloudy
2024-04-09,Delhi,Saket,Biryani Blues,Butter Naan,40,135,Cool
2024-06-28,Delhi,Hauz Khas,Punjab Grill,Aloo Tikki,80,53,Cloudy
2024-06-03,Delhi,Karol Bagh,The Spice Route,Rajma Chawal,140,25,Rainy
2024-04-12,Delhi,Rohini,Flavors of Delhi,Rajma Chawal,140,11,Humid
2024-05-14,Delhi,Hauz Khas,Punjab Grill,Chicken Biryani,250,44,Cloudy
2024-06-20,Delhi,Connaught Place,Local Zaika,Amritsari Kulcha,160,83,Cool
2024-06-22,Delhi,Janakpuri,Flavors of Delhi,Butter Naan,40,59,Sunny
2024-06-06,Delhi,Saket,Zaika-e-Dilli,Butter Naan,40,39,Sunny
2024-02-10,Delhi,Vasant Kunj,Zaika-e-Dilli,Dal Makhani,180,63,Sunny
2024-03-26,Delhi,Karol Bagh,Delhi Darbar,Momos,100,119,Sunny
2024-01-27,Delhi,Connaught Place,Haldiram's,Rajma Chawal,140,150,Sunny
2024-01-03,Delhi,Vasant Kunj,Zaika-e-Dilli,Dal Makhani,180,24,Sunny
2024-05-06,Delhi,Dwarka,Punjab Grill,Momos,100,14,Rainy
2024-03-11,Delhi,Janakpuri,Biryani Blues,Amritsari Kulcha,160,58,Humid
2024-03-10,Delhi,Janakpuri,Local Zaika,North Indian Thali,200,88,Cool
2024-01-20,Delhi,Connaught Place,Zaika-e-Dilli,Chole Bhature,120,35,Cloudy
2024-03-17,Delhi,Saket,Flavors of Delhi,Amritsari Kulcha,160,119,Cloudy
2024-04-25,Delhi,Hauz Khas,Haldiram's,Dal Makhani,180,36,Sunny
2024-05-03,Delhi,Karol Bagh,Haldiram's,Momos,100,80,Humid
2024-05-22,Delhi,Hauz Khas,Biryani Blues,Chicken Biryani,250,16,Cool
2024-02-14,Delhi,Lajpat Nagar,Haldiram's,Paneer Butter Masala,220,50,Cloudy
2024-03-22,Delhi,Hauz Khas,Flavors of Delhi,Aloo Tikki,80,10,Rainy
2024-04-26,Delhi,Chandni Chowk,Zaika-e-Dilli,Rajma Chawal,140,72,Humid
2024-05-16,Delhi,Dwarka,Haldiram's,Rajma Chawal,140,107,Cool
2024-05-24,Delhi,Karol Bagh,The Spice Route,Chicken Biryani,250,78,Rainy
2024-03-03,Delhi,Janakpuri,Delhi Darbar,North Indian Thali,200,138,Sunny
2024-01-10,Delhi,Connaught Place,Punjab Grill,Momos,100,115,Sunny
2024-04-10,Delhi,Chandni Chowk,The Spice Route,Butter Naan,40,74,Cloudy
2024-05-05,Delhi,Hauz Khas,Biryani Blues,Rajma Chawal,140,144,Sunny
2024-05-03,Delhi,Janakpuri,Biryani Blues,Paneer Butter Masala,220,122,Sunny
2024-05-04,Delhi,Saket,Flavors of Delhi,Momos,100,56,Rainy
2024-04-16,Delhi,Vasant Kunj,The Spice Route,Rajma Chawal,140,40,Rainy
2024-01-15,Delhi,Karol Bagh,Delhi Darbar,North Indian Thali,200,70,Rainy
2024-05-24,Delhi,Chandni Chowk,Zaika-e-Dilli,Paneer Butter Masala,220,115,Cool
2024-03-10,Delhi,Dwarka,Punjab Grill,Chicken Biryani,250,85,Rainy
2024-01-17,Delhi,Saket,The Spice Route,Dal Makhani,180,138,Cool
2024-01-07,Delhi,Vasant Kunj,Haldiram's,Amritsari Kulcha,160,76,Humid
2024-04-30,Delhi,Chandni Chowk,Punjab Grill,Chicken Biryani,250,146,Sunny
2024-04-24,Delhi,Karol Bagh,Punjab Grill,Chicken Biryani,250,143,Cool
2024-06-15,Delhi,Vasant Kunj,Punjab Grill,North Indian Thali,200,126,Cool
2024-03-09,Delhi,Saket,Flavors of Delhi,Aloo Tikki,80,111,Sunny
2024-04-02,Delhi,Saket,Zaika-e-Dilli,Chole Bhature,120,111,Rainy
2024-04-27,Delhi,Rohini,Biryani Blues,Dal Makhani,180,48,Humid
2024-02-27,Delhi,Connaught Place,Punjab Grill,Rajma Chawal,140,56,Cloudy
2024-06-28,Delhi,Connaught Place,Flavors of Delhi,Paneer Butter Masala,220,88,Humid
2024-05-22,Delhi,Vasant Kunj,The Spice Route,Paneer Butter Masala,220,73,Cool
2024-05-30,Delhi,Dwarka,Punjab Grill,Rajma Chawal,140,61,Cloudy
2024-04-03,Delhi,Dwarka,Flavors of Delhi,Momos,100,30,Rainy
2024-03-14,Delhi,Dwarka,Punjab Grill,Chicken Biryani,250,53,Sunny
2024-01-30,Delhi,Janakpuri,Biryani Blues,Paneer Butter Masala,220,17,Rainy
2024-02-11,Delhi,Dwarka,Punjab Grill,Chicken Biryani,250,19,Humid
2024-04-06,Delhi,Lajpat Nagar,Local Zaika,North Indian Thali,200,38,Cloudy
2024-02-23,Delhi,Vasant Kunj,Haldiram's,Dal Makhani,180,142,Sunny
2024-02-14,Delhi,Lajpat Nagar,Local Zaika,Paneer Butter Masala,220,77,Rainy
2024-03-16,Delhi,Chandni Chowk,Delhi Darbar,Paneer Butter Masala,220,77,Cloudy
2024-06-24,Delhi,Karol Bagh,Local Zaika,Momos,100,142,Rainy
2024-06-28,Delhi,Saket,Flavors of Delhi,Chicken Biryani,250,110,Cool
2024-06-10,Delhi,Lajpat Nagar,Flavors of Delhi,Chole Bhature,120,50,Rainy
2024-04-04,Delhi,Vasant Kunj,Flavors of Delhi,Butter Naan,40,67,Rainy
2024-03-16,Delhi,Lajpat Nagar,Delhi Darbar,Rajma Chawal,140,110,Humid
2024-02-24,Delhi,Hauz Khas,Haldiram's,Aloo Tikki,80,10,Cloudy
2024-03-16,Delhi,Chandni Chowk,The Spice Route,Aloo Tikki,80,58,Cool
2024-06-20,Delhi,Hauz Khas,Zaika-e-Dilli,Chicken Biryani,250,146,Cloudy
2024-04-03,Delhi,Connaught Place,The Spice Route,Chole Bhature,120,97,Cloudy
2024-02-22,Delhi,Connaught Place,Punjab Grill,Butter Naan,40,114,Cloudy
2024-05-29,Delhi,Janakpuri,Flavors of Delhi,Paneer Butter Masala,220,90,Rainy
2024-04-29,Delhi,Saket,The Spice Route,Paneer Butter Masala,220,99,Cloudy
2024-02-02,Delhi,Saket,Local Zaika,North Indian Thali,200,75,Sunny
2024-06-12,Delhi,Lajpat Nagar,Zaika-e-Dilli,Amritsari Kulcha,160,149,Humid
2024-06-28,Delhi,Karol Bagh,Delhi Darbar,Rajma Chawal,140,59,Sunny
2024-03-26,Delhi,Lajpat Nagar,Haldiram's,Rajma Chawal,140,147,Cool
2024-06-24,Delhi,Connaught Place,Zaika-e-Dilli,Paneer Butter Masala,220,132,Rainy
2024-04-18,Delhi,Janakpuri,Punjab Grill,Amritsari Kulcha,160,129,Cool
2024-01-06,Delhi,Dwarka,The Spice Route,Paneer Butter Masala,220,93,Sunny
2024-01-12,Delhi,Lajpat Nagar,The Spice Route,Chicken Biryani,250,27,Rainy
2024-06-25,Delhi,Dwarka,Haldiram's,Rajma Chawal,140,34,Rainy
2024-03-07,Delhi,Hauz Khas,Flavors of Delhi,North Indian Thali,200,81,Humid
2024-06-13,Delhi,Saket,Haldiram's,Chicken Biryani,250,121,Rainy
2024-04-27,Delhi,Karol Bagh,Haldiram's,Paneer Butter Masala,220,19,Cool
2024-01-01,Delhi,Karol Bagh,Delhi Darbar,Paneer Butter Masala,220,27,Rainy
2024-05-14,Delhi,Janakpuri,The Spice Route,Rajma Chawal,140,46,Humid
2024-05-31,Delhi,Lajpat Nagar,Haldiram's,Momos,100,84,Sunny
2024-03-05,Delhi,Dwarka,The Spice Route,Amritsari Kulcha,160,150,Cool
2024-02-07,Delhi,Janakpuri,Zaika-e-Dilli,Rajma Chawal,140,99,Rainy
2024-03-17,Delhi,Saket,Flavors of Delhi,Momos,100,107,Cloudy
2024-04-10,Delhi,Vasant Kunj,Haldiram's,Chicken Biryani,250,132,Rainy
2024-04-10,Delhi,Connaught Place,Haldiram's,Chicken Biryani,250,105,Cool
2024-02-15,Delhi,Vasant Kunj,Local Zaika,Dal Makhani,180,67,Rainy
2024-03-02,Delhi,Rohini,Haldiram's,Aloo Tikki,80,89,Humid
2024-04-25,Delhi,Karol Bagh,Delhi Darbar,Dal Makhani,180,116,Sunny
2024-05-09,Delhi,Rohini,Haldiram's,Chicken Biryani,250,56,Humid
2024-02-14,Delhi,Chandni Chowk,Punjab Grill,Aloo Tikki,80,96,Cool
2024-03-11,Delhi,Connaught Place,Flavors of Delhi,Paneer Butter Masala,220,81,Humid
2024-03-12,Delhi,Lajpat Nagar,Zaika-e-Dilli,Paneer Butter Masala,220,136,Rainy
2024-04-15,Delhi,Dwarka,Haldiram's,Rajma Chawal,140,23,Cool
2024-01-31,Delhi,Karol Bagh,Local Zaika,Paneer Butter Masala,220,110,Rainy
2024-04-05,Delhi,Lajpat Nagar,Punjab Grill,Butter Naan,40,95,Rainy
2024-03-24,Delhi,Hauz Khas,Flavors of Delhi,Momos,100,45,Sunny
2024-05-25,Delhi,Janakpuri,Local Zaika,Chicken Biryani,250,125,Cool
2024-04-16,Delhi,Rohini,Delhi Darbar,North Indian Thali,200,19,Cool
2024-05-23,Delhi,Saket,The Spice Route,Momos,100,86,Cloudy
2024-04-13,Delhi,Hauz Khas,The Spice Route,Dal Makhani,180,17,Humid
2024-03-12,Delhi,Connaught Place,Zaika-e-Dilli,Butter Naan,40,62,Cloudy
